"","date","team1","team1_score","team2","team2_score","map","event","winner","win_margin"
"267","27/9/19","Aristocracy","16","GamerLegion","13","Overpass","StarSeries i-League Season 8 Europe Qualifier","Aristocracy",3
"268","27/9/19","OpTic","16","FaZe","8","Dust2","ESL One New York 2019","FaZe",8
"269","27/9/19","FaZe","11","OpTic","16","Nuke","ESL One New York 2019","OpTic",5
"270","27/9/19","Nemiga","7","GamerLegion","16","Overpass","StarSeries i-League Season 8 Europe Qualifier","Nemiga",9
"271","27/9/19","GamerLegion","22","Nemiga","18","Mirage","StarSeries i-League Season 8 Europe Qualifier","GamerLegion",4
"272","26/9/19","G2","8","Liquid","16","Overpass","ESL One New York 2019","G2",8
"273","26/9/19","G2","19","Liquid","17","Inferno","ESL One New York 2019","G2",2
"274","26/9/19","G2","3","Liquid","16","Dust2","ESL One New York 2019","G2",13
"275","26/9/19","eUnited","10","ENCE","16","Train","ESL One New York 2019","ENCE",6
"276","26/9/19","ENCE","16","eUnited","12","Overpass","ESL One New York 2019","ENCE",4
"277","26/9/19","Astralis","16","OpTic","1","Dust2","ESL One New York 2019","Astralis",15
"278","26/9/19","Astralis","16","OpTic","14","Vertigo","ESL One New York 2019","Astralis",2
"279","26/9/19","HAVU","16","Nemiga","11","Nuke","OGA Counter PIT by AMD and Sapphire Season 6","HAVU",5
"280","26/9/19","Nemiga","10","HAVU","16","Dust2","OGA Counter PIT by AMD and Sapphire Season 6","HAVU",6
"281","26/9/19","HAVU","12","Nemiga","16","Inferno","OGA Counter PIT by AMD and Sapphire Season 6","Nemiga",4
"282","26/9/19","G2","16","ENCE","14","Nuke","ESL One New York 2019","G2",2
"283","26/9/19","ENCE","17","G2","19","Dust2","ESL One New York 2019","G2",2
"284","26/9/19","eUnited","3","Liquid","16","Mirage","ESL One New York 2019","eUnited",13
"285","26/9/19","Liquid","16","eUnited","12","Overpass","ESL One New York 2019","Liquid",4
"286","26/9/19","GamerLegion","16","Illuminar","10","Inferno","European Champions Cup","GamerLegion",6
"287","26/9/19","GamerLegion","13","Illuminar","16","Mirage","European Champions Cup","Illuminar",3
"288","26/9/19","GamerLegion","19","Illuminar","16","Vertigo","European Champions Cup","GamerLegion",3
"289","25/9/19","AGO","16","Tricked","8","Mirage","ESEA MDL Season 32 Europe","Tricked",8
"290","25/9/19","Movistar Riders","10","GamerLegion","16","Inferno","European Champions Cup","GamerLegion",6
"291","25/9/19","Movistar Riders","19","GamerLegion","17","Train","European Champions Cup","Movistar Riders",2
"292","25/9/19","Movistar Riders","3","GamerLegion","16","Overpass","European Champions Cup","Movistar Riders",13
"293","24/9/19","Windigo","5","Nemiga","16","Mirage","OGA Counter PIT by AMD and Sapphire Season 6","Windigo",11
"294","24/9/19","Windigo","11","Nemiga","16","Inferno","OGA Counter PIT by AMD and Sapphire Season 6","Nemiga",5
"295","24/9/19","Windigo","16","Nemiga","12","Overpass","OGA Counter PIT by AMD and Sapphire Season 6","Windigo",4
"296","23/9/19","pro100","12","Windigo","16","Mirage","OGA Counter PIT by AMD and Sapphire Season 6","Windigo",4
"297","23/9/19","pro100","12","Windigo","16","Nuke","OGA Counter PIT by AMD and Sapphire Season 6","Windigo",4
"298","23/9/19","Windigo","12","pro100","16","Overpass","OGA Counter PIT by AMD and Sapphire Season 6","pro100",4
"299","23/9/19","Nemiga","16","Heretics","13","Inferno","NEST Pro: EU & CIS Qualifier","Nemiga",3
"300","23/9/19","Nemiga","16","Heretics","7","Dust2","NEST Pro: EU & CIS Qualifier","Heretics",9
"301","23/9/19","Windigo","16","GamerLegion","10","Overpass","European Champions Cup","Windigo",6
"302","23/9/19","Windigo","19","GamerLegion","17","Dust2","European Champions Cup","Windigo",2
"303","22/9/19","Tricked","16","Virtus.pro","11","Train","V4 Future Sports Festival 2019","Tricked",5
"304","22/9/19","Virtus.pro","10","Tricked","16","Nuke","V4 Future Sports Festival 2019","Tricked",6
"305","22/9/19","Tricked","12","Virtus.pro","16","Mirage","V4 Future Sports Festival 2019","Virtus.pro",4
"306","22/9/19","Windigo","16","Spirit","5","Overpass","European Champions Cup","Spirit",11
"307","22/9/19","Windigo","16","Spirit","9","Dust2","European Champions Cup","Spirit",7
"308","22/9/19","HAVU","16","GamerLegion","12","Dust2","DreamHack Open Rotterdam 2019 Europe Closed Qualifier","HAVU",4
"309","22/9/19","HAVU","12","GamerLegion","16","Overpass","DreamHack Open Rotterdam 2019 Europe Closed Qualifier","GamerLegion",4
"310","22/9/19","GamerLegion","7","HAVU","16","Train","DreamHack Open Rotterdam 2019 Europe Closed Qualifier","GamerLegion",9
"311","22/9/19","BIG","16","OpTic","6","Nuke","European Champions Cup","OpTic",10
"312","22/9/19","BIG","16","OpTic","13","Mirage","European Champions Cup","BIG",3
"313","22/9/19","Heretics","13","HAVU","16","Inferno","DreamHack Open Rotterdam 2019 Europe Closed Qualifier","HAVU",3
"314","22/9/19","HAVU","16","Heretics","6","Nuke","DreamHack Open Rotterdam 2019 Europe Closed Qualifier","Heretics",10
"315","22/9/19","Tricked","16","MIBR","13","Dust2","V4 Future Sports Festival 2019","Tricked",3
"316","22/9/19","MIBR","14","Tricked","16","Overpass","V4 Future Sports Festival 2019","Tricked",2
"317","22/9/19","Sprout","12","Illuminar","16","Train","Games Clash Masters 2019","Illuminar",4
"318","22/9/19","Sprout","14","Illuminar","16","Overpass","Games Clash Masters 2019","Illuminar",2
"319","22/9/19","Sprout","13","Illuminar","16","Mirage","Games Clash Masters 2019","Illuminar",3
"320","22/9/19","HAVU","16","pro100","7","Dust2","DreamHack Open Rotterdam 2019 Europe Closed Qualifier","pro100",9
"321","22/9/19","pro100","7","HAVU","16","Nuke","DreamHack Open Rotterdam 2019 Europe Closed Qualifier","pro100",9
"322","22/9/19","HAVU","7","pro100","16","Overpass","DreamHack Open Rotterdam 2019 Europe Closed Qualifier","HAVU",9
"323","22/9/19","Virtus.pro","16","mousesports","14","Inferno","V4 Future Sports Festival 2019","Virtus.pro",2
"324","22/9/19","mousesports","3","Virtus.pro","16","Mirage","V4 Future Sports Festival 2019","mousesports",13
"325","21/9/19","Illuminar","16","Aristocracy","13","Nuke","Games Clash Masters 2019","Illuminar",3
"326","21/9/19","Aristocracy","16","Illuminar","12","Overpass","Games Clash Masters 2019","Aristocracy",4
"327","21/9/19","Aristocracy","10","Illuminar","16","Mirage","Games Clash Masters 2019","Illuminar",6
"328","21/9/19","forZe","9","GamerLegion","16","Dust2","European Champions Cup","forZe",7
"329","21/9/19","GamerLegion","16","forZe","0","Mirage","European Champions Cup","GamerLegion",16
"330","21/9/19","Virtus.pro","16","NiP","14","Nuke","V4 Future Sports Festival 2019","Virtus.pro",2
"331","21/9/19","NiP","9","Virtus.pro","16","Mirage","V4 Future Sports Festival 2019","NiP",7
"332","21/9/19","Heroic","22","forZe","18","Mirage","European Champions Cup","Heroic",4
"333","21/9/19","Heroic","19","forZe","17","Nuke","European Champions Cup","Heroic",2
"334","21/9/19","Sprout","16","FURIA","13","Train","Games Clash Masters 2019","Sprout",3
"335","21/9/19","Sprout","16","FURIA","8","Mirage","Games Clash Masters 2019","FURIA",8
"336","21/9/19","FURIA","16","Sprout","9","Inferno","Games Clash Masters 2019","Sprout",7
"337","20/9/19","FURIA","16","BIG","13","Nuke","Games Clash Masters 2019","FURIA",3
"338","20/9/19","BIG","9","FURIA","16","Train","Games Clash Masters 2019","BIG",7
"339","20/9/19","HAVU","16","Windigo","2","Dust2","OGA Counter PIT by AMD and Sapphire Season 6","Windigo",14
"340","20/9/19","HAVU","16","Windigo","6","Nuke","OGA Counter PIT by AMD and Sapphire Season 6","Windigo",10
"341","20/9/19","HAVU","10","Windigo","16","Overpass","OGA Counter PIT by AMD and Sapphire Season 6","Windigo",6
"342","20/9/19","forZe","10","mousesports","16","Dust2","GG.BET Beijing Invitational - IEM Beijing 2019 Qualifier","mousesports",6
"343","20/9/19","mousesports","19","forZe","15","Mirage","GG.BET Beijing Invitational - IEM Beijing 2019 Qualifier","mousesports",4
"344","20/9/19","GamerLegion","16","Heretics","7","Dust2","European Champions Cup","Heretics",9
"345","20/9/19","Heretics","12","GamerLegion","16","Inferno","European Champions Cup","GamerLegion",4
"346","20/9/19","GamerLegion","9","Heretics","16","Train","European Champions Cup","GamerLegion",7
"347","20/9/19","Heroic","10","mousesports","16","Dust2","GG.BET Beijing Invitational - IEM Beijing 2019 Qualifier","mousesports",6
"348","20/9/19","Heroic","13","mousesports","16","Overpass","GG.BET Beijing Invitational - IEM Beijing 2019 Qualifier","mousesports",3
"349","20/9/19","forZe","16","Heretics","12","Nuke","European Champions Cup","forZe",4
"350","20/9/19","forZe","16","Heretics","4","Dust2","European Champions Cup","Heretics",12
"351","20/9/19","AGO","12","BIG","16","Nuke","Games Clash Masters 2019","BIG",4
"352","20/9/19","BIG","28","AGO","25","Dust2","Games Clash Masters 2019","BIG",3
"353","20/9/19","Illuminar","16","FURIA","14","Vertigo","Games Clash Masters 2019","Illuminar",2
"354","20/9/19","Heroic","16","GamerLegion","14","Mirage","European Champions Cup","Heroic",2
"355","20/9/19","GamerLegion","15","Heroic","19","Dust2","European Champions Cup","Heroic",4
"356","20/9/19","G2","14","forZe","16","Overpass","GG.BET Beijing Invitational - IEM Beijing 2019 Qualifier","forZe",2
"357","20/9/19","G2","16","forZe","13","Dust2","GG.BET Beijing Invitational - IEM Beijing 2019 Qualifier","G2",3
"358","20/9/19","forZe","16","G2","8","Nuke","GG.BET Beijing Invitational - IEM Beijing 2019 Qualifier","G2",8
"359","20/9/19","Illuminar","16","AGO","13","Inferno","Games Clash Masters 2019","Illuminar",3
"360","20/9/19","Aristocracy","10","Sprout","16","Mirage","Games Clash Masters 2019","Sprout",6
"361","20/9/19","BIG","7","FURIA","16","Overpass","Games Clash Masters 2019","BIG",9
"362","19/9/19","GamerLegion","19","Heroic","22","Inferno","GG.BET Beijing Invitational - IEM Beijing 2019 Qualifier","Heroic",3
"363","19/9/19","Heroic","16","GamerLegion","9","Mirage","GG.BET Beijing Invitational - IEM Beijing 2019 Qualifier","GamerLegion",7
"364","19/9/19","AVANGAR","16","forZe","3","Train","ECS Season 8 Europe Week 1","forZe",13
"365","19/9/19","AVANGAR","14","forZe","16","Inferno","ECS Season 8 Europe Week 1","forZe",2
"366","19/9/19","forZe","9","AVANGAR","16","Dust2","ECS Season 8 Europe Week 1","forZe",7
"367","19/9/19","NiP","6","MIBR","16","Dust2","V4 Future Sports Festival 2019","NiP",10
"368","19/9/19","MIBR","22","NiP","20","Inferno","V4 Future Sports Festival 2019","MIBR",2
"369","18/9/19","NRG","16","Cloud9","13","Dust2","ECS Season 8 North America Week 1","NRG",3
"370","18/9/19","NRG","16","Cloud9","9","Nuke","ECS Season 8 North America Week 1","Cloud9",7
"371","18/9/19","Movistar Riders","5","OpTic","16","Train","European Champions Cup","Movistar Riders",11
"372","18/9/19","OpTic","16","Movistar Riders","8","Nuke","European Champions Cup","Movistar Riders",8
"373","18/9/19","mousesports","22","Tricked","20","Mirage","V4 Future Sports Festival 2019","mousesports",2
"374","18/9/19","mousesports","14","Tricked","16","Nuke","V4 Future Sports Festival 2019","Tricked",2
"375","18/9/19","Tricked","10","mousesports","16","Dust2","V4 Future Sports Festival 2019","mousesports",6
"376","18/9/19","Sprout","4","Movistar Riders","16","Inferno","European Champions Cup","Sprout",12
"377","18/9/19","Movistar Riders","14","Sprout","16","Train","European Champions Cup","Sprout",2
"378","18/9/19","Sprout","13","Movistar Riders","16","Nuke","European Champions Cup","Movistar Riders",3
"379","18/9/19","Virtus.pro","8","Tricked","16","Nuke","V4 Future Sports Festival 2019","Virtus.pro",8
"380","18/9/19","Tricked","16","Virtus.pro","14","Mirage","V4 Future Sports Festival 2019","Tricked",2
"381","17/9/19","Envy","16","eUnited","9","Mirage","DreamHack Masters Malmö 2019 North America Closed Qualifier","eUnited",7
"382","17/9/19","eUnited","16","Envy","14","Inferno","DreamHack Masters Malmö 2019 North America Closed Qualifier","eUnited",2
"383","17/9/19","Envy","16","eUnited","10","Nuke","DreamHack Masters Malmö 2019 North America Closed Qualifier","Envy",6
"384","17/9/19","fnatic","13","AVANGAR","16","Train","ECS Season 8 Europe Week 1","AVANGAR",3
"385","17/9/19","AVANGAR","6","fnatic","16","Dust2","ECS Season 8 Europe Week 1","AVANGAR",10
"386","17/9/19","fnatic","14","AVANGAR","16","Mirage","ECS Season 8 Europe Week 1","AVANGAR",2
"387","17/9/19","OpTic","16","Sprout","10","Overpass","European Champions Cup","OpTic",6
"388","17/9/19","Sprout","8","OpTic","16","Dust2","European Champions Cup","Sprout",8
"389","17/9/19","G2","22","GamerLegion","20","Train","GG.BET Beijing Invitational - IEM Beijing 2019 Qualifier","G2",2
"390","17/9/19","GamerLegion","11","G2","16","Dust2","GG.BET Beijing Invitational - IEM Beijing 2019 Qualifier","G2",5
"391","17/9/19","GamerLegion","16","G2","14","Overpass","GG.BET Beijing Invitational - IEM Beijing 2019 Qualifier","GamerLegion",2
"392","17/9/19","GamerLegion","16","Heroic","0","Overpass","GG.BET Beijing Invitational - IEM Beijing 2019 Qualifier","GamerLegion",16
"393","17/9/19","AVANGAR","13","Illuminar","16","Vertigo","European Champions Cup","Illuminar",3
"394","17/9/19","Illuminar","16","AVANGAR","9","Inferno","European Champions Cup","AVANGAR",7
"395","16/9/19","eUnited","13","Liquid","16","Nuke","ECS Season 8 North America Week 1","Liquid",3
"396","16/9/19","eUnited","3","Liquid","16","Mirage","ECS Season 8 North America Week 1","eUnited",13
"397","16/9/19","eUnited","16","Liquid","11","Overpass","ECS Season 8 North America Week 1","eUnited",5
"398","16/9/19","mousesports","16","CR4ZY","13","Dust2","DreamHack Masters Malmö 2019 Europe Closed Qualifier","mousesports",3
"399","16/9/19","CR4ZY","7","mousesports","16","Inferno","DreamHack Masters Malmö 2019 Europe Closed Qualifier","CR4ZY",9
"400","16/9/19","GamerLegion","5","CR4ZY","16","Vertigo","DreamHack Masters Malmö 2019 Europe Closed Qualifier","GamerLegion",11
"401","16/9/19","CR4ZY","16","GamerLegion","9","Inferno","DreamHack Masters Malmö 2019 Europe Closed Qualifier","GamerLegion",7
"402","16/9/19","forZe","10","mousesports","16","Mirage","GG.BET Beijing Invitational - IEM Beijing 2019 Qualifier","mousesports",6
"403","16/9/19","forZe","4","mousesports","16","Dust2","GG.BET Beijing Invitational - IEM Beijing 2019 Qualifier","forZe",12
"404","16/9/19","AVANGAR","16","Virtus.pro","6","Inferno","ECS Season 8 Europe Week 1","Virtus.pro",10
"405","16/9/19","Virtus.pro","11","AVANGAR","16","Dust2","ECS Season 8 Europe Week 1","AVANGAR",5
"406","16/9/19","AVANGAR","13","Virtus.pro","16","Mirage","ECS Season 8 Europe Week 1","Virtus.pro",3
"407","16/9/19","Heretics","9","fnatic","16","Mirage","ECS Season 8 Europe Week 1","Heretics",7
"408","16/9/19","fnatic","16","Heretics","14","Dust2","ECS Season 8 Europe Week 1","fnatic",2
"409","16/9/19","OpTic","13","forZe","16","Mirage","GG.BET Beijing Invitational - IEM Beijing 2019 Qualifier","forZe",3
"410","16/9/19","BIG","16","AVANGAR","11","Inferno","European Champions Cup","BIG",5
"411","14/9/19","FURIA","16","CR4ZY","9","Mirage","Arctic Invitational","CR4ZY",7
"412","14/9/19","FURIA","16","CR4ZY","11","Vertigo","Arctic Invitational","FURIA",5
"413","14/9/19","forZe","6","AVANGAR","16","Dust2","BLAST Pro Series Moscow 2019","forZe",10
"414","14/9/19","forZe","16","AVANGAR","12","Inferno","BLAST Pro Series Moscow 2019","forZe",4
"415","14/9/19","forZe","13","AVANGAR","16","Overpass","BLAST Pro Series Moscow 2019","AVANGAR",3
"416","14/9/19","ENCE","13","AVANGAR","16","Dust2","BLAST Pro Series Moscow 2019","AVANGAR",3
"417","14/9/19","NiP","16","Natus Vincere","9","Nuke","BLAST Pro Series Moscow 2019","Natus Vincere",7
"418","14/9/19","forZe","9","MIBR","16","Dust2","BLAST Pro Series Moscow 2019","forZe",7
"419","14/9/19","AVANGAR","16","MIBR","9","Mirage","BLAST Pro Series Moscow 2019","MIBR",7
"420","14/9/19","NiP","8","ENCE","16","Dust2","BLAST Pro Series Moscow 2019","NiP",8
"421","14/9/19","forZe","16","Natus Vincere","7","Nuke","BLAST Pro Series Moscow 2019","Natus Vincere",9
"422","14/9/19","AVANGAR","16","Natus Vincere","12","Inferno","BLAST Pro Series Moscow 2019","AVANGAR",4
"423","14/9/19","NiP","15","forZe","15","Inferno","BLAST Pro Series Moscow 2019","forZe",0
"424","14/9/19","MIBR","15","ENCE","15","Mirage","BLAST Pro Series Moscow 2019","ENCE",0
"425","14/9/19","Cloud9","10","FURIA","16","Mirage","Arctic Invitational","FURIA",6
"426","14/9/19","FURIA","16","Cloud9","12","Train","Arctic Invitational","FURIA",4
"427","13/9/19","Natus Vincere","15","ENCE","15","Train","BLAST Pro Series Moscow 2019","ENCE",0
"428","13/9/19","forZe","16","AVANGAR","14","Dust2","BLAST Pro Series Moscow 2019","forZe",2
"429","13/9/19","MIBR","15","NiP","15","Train","BLAST Pro Series Moscow 2019","NiP",0
"430","13/9/19","AVANGAR","12","NiP","16","Overpass","BLAST Pro Series Moscow 2019","NiP",4
"431","13/9/19","MIBR","16","Natus Vincere","12","Train","BLAST Pro Series Moscow 2019","MIBR",4
"432","13/9/19","forZe","16","ENCE","4","Inferno","BLAST Pro Series Moscow 2019","ENCE",12
"433","13/9/19","Heroic","16","Spirit","9","Mirage","ECS Season 8 Europe Pinnacle Cup","Spirit",7
"434","13/9/19","Heroic","16","Spirit","5","Overpass","ECS Season 8 Europe Pinnacle Cup","Spirit",11
"435","13/9/19","Spirit","16","Heroic","14","Dust2","ECS Season 8 Europe Pinnacle Cup","Spirit",2
"436","13/9/19","Heroic","8","GamerLegion","16","Inferno","DreamHack Masters Malmö 2019 Europe Closed Qualifier","Heroic",8
"437","13/9/19","GamerLegion","22","Heroic","20","Overpass","DreamHack Masters Malmö 2019 Europe Closed Qualifier","GamerLegion",2
"438","13/9/19","Heroic","16","GamerLegion","14","Mirage","DreamHack Masters Malmö 2019 Europe Closed Qualifier","Heroic",2
"439","12/9/19","Envy","16","eUnited","14","Nuke","DreamHack Masters Malmö 2019 North America Closed Qualifier","Envy",2
"440","12/9/19","eUnited","15","Envy","19","Inferno","DreamHack Masters Malmö 2019 North America Closed Qualifier","Envy",4
"441","12/9/19","GamerLegion","10","Spirit","16","Train","ECS Season 8 Europe Pinnacle Cup","Spirit",6
"442","12/9/19","GamerLegion","11","Spirit","16","Dust2","ECS Season 8 Europe Pinnacle Cup","Spirit",5
